Snarl	P_value
['5260804_5260801', ['>5260801>5260803>5260804']]	">5260801>5260803>5260804   NaN
dtype: float64"
['5260801_5260799', ['>5260799>5260801']]	">5260799>5260801   NaN
dtype: float64"
['5260801_5260799', ['>5260799>5260800>5260801']]	">5260799>5260800>5260801   NaN
dtype: float64"
['5260799_5260793', ['>5260793>5260799']]	">5260793>5260799   NaN
dtype: float64"
['5260799_5260793', ['>5260793>5260798>5260799']]	">5260793>5260798>5260799   NaN
dtype: float64"
['5260799_5260793', ['>5260793>5260797>5260798>5260799']]	">5260793>5260797>5260798>5260799   NaN
dtype: float64"
['5260799_5260793', ['>5260793>5260796>5260797>5260798>5260799']]	">5260793>5260796>5260797>5260798>5260799   NaN
dtype: float64"
['5260799_5260793', ['>5260793>5260795>5260796>5260797>5260798>5260799']]	">5260793>5260795>5260796>5260797>5260798>5260799   NaN
dtype: float64"
['5260799_5260793', ['>5260793>5260794>5260795>5260796>5260797>5260798>5260799']]	">5260793>5260794>5260795>5260796>5260797>5260798>5260799   NaN
dtype: float64"
['5260793_5260791', ['>5260791>5260793']]	">5260791>5260793   NaN
dtype: float64"
['5260793_5260791', ['>5260791>5260792>5260793']]	">5260791>5260792>5260793   NaN
dtype: float64"
['5260791_5260788', ['>5260788>5260789>5260791']]	">5260788>5260789>5260791   NaN
dtype: float64"
['5260791_5260788', ['>5260788>5260790>5260791']]	">5260788>5260790>5260791   NaN
dtype: float64"
['5260788_5260785', ['>5260785>5260786>5260788']]	">5260785>5260786>5260788   NaN
dtype: float64"
['5260788_5260785', ['>5260785>5260787>5260788']]	">5260785>5260787>5260788   NaN
dtype: float64"
['5260785_5260780', ['>5260780>5260781>5260783>5260785']]	">5260780>5260781>5260783>5260785   NaN
dtype: float64"
['5260785_5260780', ['>5260780>5260782>5260783>5260785']]	">5260780>5260782>5260783>5260785   NaN
dtype: float64"
['5260785_5260780', ['>5260780>5260781>5260784>5260785']]	">5260780>5260781>5260784>5260785   NaN
dtype: float64"
['5260780_5260778', ['>5260778>5260780']]	">5260778>5260780   NaN
dtype: float64"
['5260780_5260778', ['>5260778>5260779>5260780']]	">5260778>5260779>5260780   NaN
dtype: float64"
['5260778_5260776', ['>5260776>5260778']]	">5260776>5260778   NaN
dtype: float64"
['5260778_5260776', ['>5260776>5260777>5260778']]	">5260776>5260777>5260778   NaN
dtype: float64"
['5260776_5260773', ['>5260773>5260774>5260776']]	">5260773>5260774>5260776   NaN
dtype: float64"
['5260776_5260773', ['>5260773>5260775>5260776']]	">5260773>5260775>5260776   NaN
dtype: float64"
['5260773_5260770', ['>5260770>5260771>5260773']]	">5260770>5260771>5260773   NaN
dtype: float64"
['5260773_5260770', ['>5260770>5260772>5260773']]	">5260770>5260772>5260773   NaN
dtype: float64"
['5260770_5260767', ['>5260767>5260770']]	">5260767>5260770   NaN
dtype: float64"
['5260770_5260767', ['>5260767>5260768>5260770']]	">5260767>5260768>5260770   NaN
dtype: float64"
['5260770_5260767', ['>5260767>5260768>5260769>5260770']]	">5260767>5260768>5260769>5260770   NaN
dtype: float64"
['5260767_5260764', ['>5260764>5260765>5260767']]	">5260764>5260765>5260767   NaN
dtype: float64"
['5260767_5260764', ['>5260764>5260766>5260767']]	">5260764>5260766>5260767   NaN
dtype: float64"
['5260764_5260761', ['>5260761>5260762>5260764']]	">5260761>5260762>5260764   NaN
dtype: float64"
['5260764_5260761', ['>5260761>5260763>5260764']]	">5260761>5260763>5260764   NaN
dtype: float64"
['5260761_5260758', ['>5260758>5260759>5260761']]	">5260758>5260759>5260761   NaN
dtype: float64"
['5260761_5260758', ['>5260758>5260760>5260761']]	">5260758>5260760>5260761   NaN
dtype: float64"
['5260758_5260755', ['>5260755>5260756>5260758']]	">5260755>5260756>5260758   NaN
dtype: float64"
['5260758_5260755', ['>5260755>5260757>5260758']]	">5260755>5260757>5260758   NaN
dtype: float64"
['5260755_5260752', ['>5260752>5260753>5260755']]	">5260752>5260753>5260755   NaN
dtype: float64"
['5260755_5260752', ['>5260752>5260754>5260755']]	">5260752>5260754>5260755   NaN
dtype: float64"
['5260752_5260749', ['>5260749>5260750>5260752']]	">5260749>5260750>5260752   NaN
dtype: float64"
['5260752_5260749', ['>5260749>5260751>5260752']]	">5260749>5260751>5260752   NaN
dtype: float64"
['5260749_5260742', ['>5260742>5260749']]	">5260742>5260749   NaN
dtype: float64"
['5260749_5260742', ['>5260742>5260743>*>5260748>5260749']]	">5260742>5260743>*>5260748>5260749   NaN
dtype: float64"
['5260748_5260745', ['>5260745>5260746>5260748']]	">5260745>5260746>5260748   NaN
dtype: float64"
['5260748_5260745', ['>5260745>5260747>5260748']]	">5260745>5260747>5260748   NaN
dtype: float64"
['5260745_5260743', ['>5260743>5260745']]	">5260743>5260745   NaN
dtype: float64"
['5260745_5260743', ['>5260743>5260744>5260745']]	">5260743>5260744>5260745   NaN
dtype: float64"
['5260741_5260738', ['>5260738>5260739>5260741']]	">5260738>5260739>5260741   NaN
dtype: float64"
['5260741_5260738', ['>5260738>5260740>5260741']]	">5260738>5260740>5260741   NaN
dtype: float64"
['5260738_5260736', ['>5260736>5260738']]	">5260736>5260738   NaN
dtype: float64"
['5260738_5260736', ['>5260736>5260737>5260738']]	">5260736>5260737>5260738   NaN
dtype: float64"
['5260736_5260733', ['>5260733>5260734>5260736']]	">5260733>5260734>5260736   NaN
dtype: float64"
['5260736_5260733', ['>5260733>5260735>5260736']]	">5260733>5260735>5260736   NaN
dtype: float64"
['5260733_5260730', ['>5260730>5260731>5260733']]	">5260730>5260731>5260733   NaN
dtype: float64"
['5260733_5260730', ['>5260730>5260732>5260733']]	">5260730>5260732>5260733   NaN
dtype: float64"
['5260730_5260727', ['>5260727>5260728>5260730']]	">5260727>5260728>5260730   NaN
dtype: float64"
['5260730_5260727', ['>5260727>5260729>5260730']]	">5260727>5260729>5260730   NaN
dtype: float64"
['5260727_5260724', ['>5260724>5260725>5260727']]	">5260724>5260725>5260727   NaN
dtype: float64"
['5260727_5260724', ['>5260724>5260726>5260727']]	">5260724>5260726>5260727   NaN
dtype: float64"
['5260724_5260721', ['>5260721>5260722>5260724']]	">5260721>5260722>5260724   NaN
dtype: float64"
['5260724_5260721', ['>5260721>5260723>5260724']]	">5260721>5260723>5260724   NaN
dtype: float64"
['5260721_5260718', ['>5260718>5260719>5260721']]	">5260718>5260719>5260721   NaN
dtype: float64"
['5260721_5260718', ['>5260718>5260720>5260721']]	">5260718>5260720>5260721   NaN
dtype: float64"
['5260718_5260715', ['>5260715>5260716>5260718']]	">5260715>5260716>5260718   NaN
dtype: float64"
['5260718_5260715', ['>5260715>5260717>5260718']]	">5260715>5260717>5260718   NaN
dtype: float64"
['5260715_5260713', ['>5260713>5260715']]	">5260713>5260715   NaN
dtype: float64"
['5260715_5260713', ['>5260713>5260714>5260715']]	">5260713>5260714>5260715   NaN
dtype: float64"
['5260713_5260710', ['>5260710>5260711>5260713']]	">5260710>5260711>5260713   NaN
dtype: float64"
['5260713_5260710', ['>5260710>5260712>5260713']]	">5260710>5260712>5260713   NaN
dtype: float64"
['5260710_5260707', ['>5260707>5260708>5260710']]	">5260707>5260708>5260710   NaN
dtype: float64"
['5260710_5260707', ['>5260707>5260709>5260710']]	">5260707>5260709>5260710   NaN
dtype: float64"
['5260707_5260704', ['>5260704>5260705>5260707']]	">5260704>5260705>5260707   NaN
dtype: float64"
['5260707_5260704', ['>5260704>5260706>5260707']]	">5260704>5260706>5260707   NaN
dtype: float64"
['5260704_5260701', ['>5260701>5260702>5260704']]	">5260701>5260702>5260704   NaN
dtype: float64"
['5260704_5260701', ['>5260701>5260703>5260704']]	">5260701>5260703>5260704   NaN
dtype: float64"
['5260701_5260698', ['>5260698>5260699>5260701']]	">5260698>5260699>5260701   NaN
dtype: float64"
['5260701_5260698', ['>5260698>5260700>5260701']]	">5260698>5260700>5260701   NaN
dtype: float64"
['5260698_5260695', ['>5260695>5260696>5260698']]	">5260695>5260696>5260698   NaN
dtype: float64"
['5260698_5260695', ['>5260695>5260697>5260698']]	">5260695>5260697>5260698   NaN
dtype: float64"
['5260695_5260693', ['>5260693>5260695']]	">5260693>5260695   NaN
dtype: float64"
['5260695_5260693', ['>5260693>5260694>5260695']]	">5260693>5260694>5260695   NaN
dtype: float64"
['5260693_5260690', ['>5260690>5260691>5260693']]	">5260690>5260691>5260693   NaN
dtype: float64"
['5260693_5260690', ['>5260690>5260692>5260693']]	">5260690>5260692>5260693   NaN
dtype: float64"
['5260690_5260687', ['>5260687>5260688>5260690']]	">5260687>5260688>5260690   NaN
dtype: float64"
['5260690_5260687', ['>5260687>5260689>5260690']]	">5260687>5260689>5260690   NaN
dtype: float64"
['5260687_5260684', ['>5260684>5260685>5260687']]	">5260684>5260685>5260687   NaN
dtype: float64"
['5260687_5260684', ['>5260684>5260686>5260687']]	">5260684>5260686>5260687   NaN
dtype: float64"
['5260684_5260681', ['>5260681>5260682>5260684']]	">5260681>5260682>5260684   NaN
dtype: float64"
['5260684_5260681', ['>5260681>5260683>5260684']]	">5260681>5260683>5260684   NaN
dtype: float64"
['5260681_5260678', ['>5260678>5260679>5260681']]	">5260678>5260679>5260681   NaN
dtype: float64"
['5260681_5260678', ['>5260678>5260680>5260681']]	">5260678>5260680>5260681   NaN
dtype: float64"
['5260678_5260675', ['>5260675>5260676>5260678']]	">5260675>5260676>5260678   NaN
dtype: float64"
['5260678_5260675', ['>5260675>5260677>5260678']]	">5260675>5260677>5260678   NaN
dtype: float64"
['5260675_5260672', ['>5260672>5260673>5260675']]	">5260672>5260673>5260675   NaN
dtype: float64"
['5260675_5260672', ['>5260672>5260674>5260675']]	">5260672>5260674>5260675   NaN
dtype: float64"
['5260672_5260669', ['>5260669>5260670>5260672']]	">5260669>5260670>5260672   NaN
dtype: float64"
['5260672_5260669', ['>5260669>5260671>5260672']]	">5260669>5260671>5260672   NaN
dtype: float64"
['5260669_5260666', ['>5260666>5260667>5260669']]	">5260666>5260667>5260669   NaN
dtype: float64"
['5260669_5260666', ['>5260666>5260668>5260669']]	">5260666>5260668>5260669   NaN
dtype: float64"
['5260666_5260664', ['>5260664>5260666']]	">5260664>5260666   NaN
dtype: float64"
['5260666_5260664', ['>5260664>5260665>5260666']]	">5260664>5260665>5260666   NaN
dtype: float64"
['5260664_5260661', ['>5260661>5260662>5260664']]	">5260661>5260662>5260664   NaN
dtype: float64"
['5260664_5260661', ['>5260661>5260663>5260664']]	">5260661>5260663>5260664   NaN
dtype: float64"
['5260661_5260658', ['>5260658>5260659>5260661']]	">5260658>5260659>5260661   NaN
dtype: float64"
['5260661_5260658', ['>5260658>5260660>5260661']]	">5260658>5260660>5260661   NaN
dtype: float64"
['5260658_5260655', ['>5260655>5260656>5260658']]	">5260655>5260656>5260658   NaN
dtype: float64"
['5260658_5260655', ['>5260655>5260657>5260658']]	">5260655>5260657>5260658   NaN
dtype: float64"
['5260655_5260652', ['>5260652>5260653>5260655']]	">5260652>5260653>5260655   NaN
dtype: float64"
['5260655_5260652', ['>5260652>5260654>5260655']]	">5260652>5260654>5260655   NaN
dtype: float64"
['5260652_5260649', ['>5260649>5260650>5260652']]	">5260649>5260650>5260652   NaN
dtype: float64"
['5260652_5260649', ['>5260649>5260651>5260652']]	">5260649>5260651>5260652   NaN
dtype: float64"
['5260649_5260646', ['>5260646>5260647>5260649']]	">5260646>5260647>5260649   NaN
dtype: float64"
['5260649_5260646', ['>5260646>5260648>5260649']]	">5260646>5260648>5260649   NaN
dtype: float64"
['5260646_5260643', ['>5260643>5260644>5260646']]	">5260643>5260644>5260646   NaN
dtype: float64"
['5260646_5260643', ['>5260643>5260645>5260646']]	">5260643>5260645>5260646   NaN
dtype: float64"
['5260643_5260640', ['>5260640>5260641>5260643']]	">5260640>5260641>5260643   NaN
dtype: float64"
['5260643_5260640', ['>5260640>5260642>5260643']]	">5260640>5260642>5260643   NaN
dtype: float64"
['5260640_5260637', ['>5260637>5260638>5260640']]	">5260637>5260638>5260640   NaN
dtype: float64"
['5260640_5260637', ['>5260637>5260639>5260640']]	">5260637>5260639>5260640   NaN
dtype: float64"
['5260637_5260635', ['>5260635>5260637']]	">5260635>5260637   NaN
dtype: float64"
['5260637_5260635', ['>5260635>5260636>5260637']]	">5260635>5260636>5260637   NaN
dtype: float64"
['5260635_5260632', ['>5260632>5260635']]	">5260632>5260635   NaN
dtype: float64"
['5260635_5260632', ['>5260632>5260634>5260635']]	">5260632>5260634>5260635   NaN
dtype: float64"
['5260635_5260632', ['>5260632>5260633>5260634>5260635']]	">5260632>5260633>5260634>5260635   NaN
dtype: float64"
['5260632_5260630', ['>5260630>5260632']]	">5260630>5260632   NaN
dtype: float64"
['5260632_5260630', ['>5260630>5260631>5260632']]	">5260630>5260631>5260632   NaN
dtype: float64"
['5260630_5260627', ['>5260627>5260628>5260630']]	">5260627>5260628>5260630   NaN
dtype: float64"
['5260630_5260627', ['>5260627>5260629>5260630']]	">5260627>5260629>5260630   NaN
dtype: float64"
['5260627_5260624', ['>5260624>5260625>5260627']]	">5260624>5260625>5260627   NaN
dtype: float64"
['5260627_5260624', ['>5260624>5260626>5260627']]	">5260624>5260626>5260627   NaN
dtype: float64"
['5260624_5260620', ['>5260620>5260624']]	">5260620>5260624   NaN
dtype: float64"
['5260624_5260620', ['>5260620>5260621>*>5260623>5260624']]	">5260620>5260621>*>5260623>5260624   NaN
dtype: float64"
['5260623_5260621', ['>5260621>5260623']]	">5260621>5260623   NaN
dtype: float64"
['5260623_5260621', ['>5260621>5260622>5260623']]	">5260621>5260622>5260623   NaN
dtype: float64"
['5260620_5260617', ['>5260617>5260618>5260620']]	">5260617>5260618>5260620   NaN
dtype: float64"
['5260620_5260617', ['>5260617>5260619>5260620']]	">5260617>5260619>5260620   NaN
dtype: float64"
['5260617_5260380', ['>5260380>5260381>*>5260508>5260617']]	">5260380>5260381>*>5260508>5260617   NaN
dtype: float64"
['5260617_5260380', ['>5260380>5260381>*>5260508>5260509>*>5260512<5260528>*<5260524>5260615>5260617']]	">5260380>5260381>*>5260508>5260509>*>5260512<5260528>*<5260524>5260615>5260617   NaN
dtype: float64"
['5260617_5260380', ['<5260617<5260615>5260522>*>5260614>5260395>*>5260403<5260380']]	"<5260617<5260615>5260522>*>5260614>5260395>*>5260403<5260380   NaN
dtype: float64"
['5260617_5260380', ['<5260617<5260615>5260522>*>5260614>5260513>*>5260521<5260512>*<5260509<5260508>*<5260381<5260380']]	"<5260617<5260615>5260522>*>5260614>5260513>*>5260521<5260512>*<5260509<5260508>*<5260381<5260380   NaN
dtype: float64"
['5260617_5260380', ['>5260380>5260381>*>5260508>5260509>*>5260512<5260528>*<5260524>5260615>5260616>5260617']]	">5260380>5260381>*>5260508>5260509>*>5260512<5260528>*<5260524>5260615>5260616>5260617   NaN
dtype: float64"
['5260617_5260380', ['<5260617<5260616<5260615>5260522>*>5260614>5260395>*>5260403<5260380']]	"<5260617<5260616<5260615>5260522>*>5260614>5260395>*>5260403<5260380   NaN
dtype: float64"
['5260617_5260380', ['<5260617<5260616<5260615>5260522>*>5260614>5260513>*>5260521<5260512>*<5260509<5260508>*<5260381<5260380']]	"<5260617<5260616<5260615>5260522>*>5260614>5260513>*>5260521<5260512>*<5260509<5260508>*<5260381<5260380   NaN
dtype: float64"
['5260508_5260505', ['>5260505>5260506>5260508']]	">5260505>5260506>5260508   NaN
dtype: float64"
['5260508_5260505', ['>5260505>5260507>5260508']]	">5260505>5260507>5260508   NaN
dtype: float64"
['5260505_5260502', ['>5260502>5260503>5260505']]	">5260502>5260503>5260505   NaN
dtype: float64"
['5260505_5260502', ['>5260502>5260504>5260505']]	">5260502>5260504>5260505   NaN
dtype: float64"
['5260502_5260499', ['>5260499>5260500>5260502']]	">5260499>5260500>5260502   NaN
dtype: float64"
['5260502_5260499', ['>5260499>5260501>5260502']]	">5260499>5260501>5260502   NaN
dtype: float64"
['5260499_5260497', ['>5260497>5260499']]	">5260497>5260499   NaN
dtype: float64"
['5260499_5260497', ['>5260497>5260498>5260499']]	">5260497>5260498>5260499   NaN
dtype: float64"
['5260497_5260494', ['>5260494>5260495>5260497']]	">5260494>5260495>5260497   NaN
dtype: float64"
['5260497_5260494', ['>5260494>5260496>5260497']]	">5260494>5260496>5260497   NaN
dtype: float64"
['5260494_5260491', ['>5260491>5260492>5260494']]	">5260491>5260492>5260494   NaN
dtype: float64"
['5260494_5260491', ['>5260491>5260493>5260494']]	">5260491>5260493>5260494   NaN
dtype: float64"
['5260491_5260488', ['>5260488>5260489>5260491']]	">5260488>5260489>5260491   NaN
dtype: float64"
['5260491_5260488', ['>5260488>5260490>5260491']]	">5260488>5260490>5260491   NaN
dtype: float64"
['5260488_5260485', ['>5260485>5260486>5260488']]	">5260485>5260486>5260488   NaN
dtype: float64"
['5260488_5260485', ['>5260485>5260487>5260488']]	">5260485>5260487>5260488   NaN
dtype: float64"
['5260485_5260482', ['>5260482>5260483>5260485']]	">5260482>5260483>5260485   NaN
dtype: float64"
['5260485_5260482', ['>5260482>5260484>5260485']]	">5260482>5260484>5260485   NaN
dtype: float64"
['5260482_5260479', ['>5260479>5260480>5260482']]	">5260479>5260480>5260482   NaN
dtype: float64"
['5260482_5260479', ['>5260479>5260481>5260482']]	">5260479>5260481>5260482   NaN
dtype: float64"
['5260479_5260476', ['>5260476>5260477>5260479']]	">5260476>5260477>5260479   NaN
dtype: float64"
['5260479_5260476', ['>5260476>5260478>5260479']]	">5260476>5260478>5260479   NaN
dtype: float64"
['5260476_5260474', ['>5260474>5260476']]	">5260474>5260476   NaN
dtype: float64"
['5260476_5260474', ['>5260474>5260475>5260476']]	">5260474>5260475>5260476   NaN
dtype: float64"
['5260474_5260472', ['>5260472>5260474']]	">5260472>5260474   NaN
dtype: float64"
['5260474_5260472', ['>5260472>5260473>5260474']]	">5260472>5260473>5260474   NaN
dtype: float64"
['5260472_5260469', ['>5260469>5260470>5260472']]	">5260469>5260470>5260472   NaN
dtype: float64"
['5260472_5260469', ['>5260469>5260471>5260472']]	">5260469>5260471>5260472   NaN
dtype: float64"
['5260469_5260466', ['>5260466>5260467>5260469']]	">5260466>5260467>5260469   NaN
dtype: float64"
['5260469_5260466', ['>5260466>5260468>5260469']]	">5260466>5260468>5260469   NaN
dtype: float64"
['5260466_5260463', ['>5260463>5260464>5260466']]	">5260463>5260464>5260466   NaN
dtype: float64"
['5260466_5260463', ['>5260463>5260465>5260466']]	">5260463>5260465>5260466   NaN
dtype: float64"
['5260463_5260460', ['>5260460>5260461>5260463']]	">5260460>5260461>5260463   NaN
dtype: float64"
['5260463_5260460', ['>5260460>5260462>5260463']]	">5260460>5260462>5260463   NaN
dtype: float64"
['5260460_5260457', ['>5260457>5260458>5260460']]	">5260457>5260458>5260460   NaN
dtype: float64"
['5260460_5260457', ['>5260457>5260459>5260460']]	">5260457>5260459>5260460   NaN
dtype: float64"
['5260457_5260454', ['>5260454>5260455>5260457']]	">5260454>5260455>5260457   NaN
dtype: float64"
